## RECSRecommendations Upload File,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,
## RECS,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.description,entity.tag,entity.subcategory,entity.private
manulife-insurance-identifying-owners-of-individual-insurance-policies-owners-individuals-or-sole-proprietors-nn1558e-ind.pdf,Identifying owners of Individual Insurance policies - Owners who are individuals or sole proprietors,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-identifying-owners-of-individual-insurance-policies-owners-individuals-or-sole-proprietors-nn1558e-ind.pdf,-,-,Use this form to identify owners who are individuals or sole proprietors of Individual Insurance policies. ,,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-product-page-nn1636e.pdf,Manulife UL product page (NN1636E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-product-page-nn1636e.pdf,-,-,Form used to gather information required for Manulife UL life insurance. (NN1636E),Before the sale,New Business and Underwriting,FALSE
affinity-markets-personal-accident-application-for-underwritten-coverage-medical-questionnaires-af5006e.pdf,Personal Accident application for Underwritten Coverage – Supplemental medical questionnaires (AF5006E Appendix A-G),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-application-for-underwritten-coverage-medical-questionnaires-af5006e.pdf,-,-,Application for Personal Accident and Sickness Insurance Plans.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-10-face-plus-single.pdf,"Manulife UL CIS, level COI for 10 years, face plus, single life - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-10-face-plus-single.pdf,-,-," Contract sample of current product offerings - Manulife UL CIS, level COI for 10 years, face plus, single life - Sample",,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-85-level-death-benefit-single.pdf,Manulife UL Client Investment Select (CIS) Yearly Renewable Term (YRT) 85 Level Death Benefit Single Life Sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-85-level-death-benefit-single.pdf,-,-,contract sample of current product offerings - Manulife UL YRT Client Investment Select Policy Provisions Sample,,New Business and Underwriting,FALSE
manulife-insurance-financial-questionnaire-nn0781e.pdf,Financial questionnaire - NN0781E,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-financial-questionnaire-nn0781e.pdf,-,-,Use this questionnaire to collect financial information of the insured. (NN0781E),Before the sale,New Business and Underwriting,FALSE
insurance-manulife-par-with-vitality-plus-product-page-nn1706e.pdf,NN1706E – MParVP,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-par-with-vitality-plus-product-page-nn1706e.pdf,-,-,,,New Business and Underwriting,FALSE
insurance-manulife-ul-vitality-plus-term-rider-sample-contracte.pdf,Manulife UL with Vitality Plus Sample TIR | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-vitality-plus-term-rider-sample-contracte.pdf,-,-,This sample policy contract is provided for your information only. It is not a valid contract or an offer of insurance.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-85-face-plus-single.pdf,Manulife UL YRT Client Investment Select (CIS) Yearly Renewable Term (YRT) to 85 Face Plus Single life Sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-85-face-plus-single.pdf,-,-,sample contract of current product offerings - Manulife UL YRT Client Investment Select Policy Provisions Sample,,New Business and Underwriting,FALSE
insurance-manulife-ul-sample-contract-yrt-to-age-85-or-for-20-years-joint-levele.pdf,"Manulife UL sample contract – YRT to age 85 or for 20 years, Joint, Level death benefit",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-sample-contract-yrt-to-age-85-or-for-20-years-joint-levele.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
insurance-manulife-ul-sample-contract-level-100-joint-account-valuee.pdf,"Manulife UL sample contract – Level to age 100, Joint, Account value death benefit",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-sample-contract-level-100-joint-account-valuee.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-valid-industries-and-occupations-nn1655e.pdf,Valid industries and occupations (NN1655E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-valid-industries-and-occupations-nn1655e.pdf,-,-,"Use this list of valid industries, occupations and business types when employment or industry information is required on a Manulife form. (NN1655E)",Before the sale,New Business and Underwriting,FALSE
manulife-insurance-affinity-life-insurance-conversion-to-individual-nn1544e.pdf,"Application to convertAlumni, Professional and  Retail Members life insurance - Insurance | Manulife",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-affinity-life-insurance-conversion-to-individual-nn1544e.pdf,-,-,"Complete this form to convert life insurance purchased as a member of an Alumni, Professional and Retail Members to an individual life insurance policy.",,New Business and Underwriting,FALSE
manulife-insurance-lifecheque-primary-sample-contract.pdf,Lifecheque (Primary) Sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-lifecheque-primary-sample-contract.pdf,-,-,Lifecheque (Primary) Sample contract,Advisor materials,New Business and Underwriting,FALSE
insurance-manulife-ul-with-vitality-plus-product-page-nn1707e.pdf,Manulife UL with Vitality Plus product page | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-with-vitality-plus-product-page-nn1707e.pdf,-,-,This form collects information required by: Canada's Proceeds of Crime (Money Laundering) and Terrorist Financing Act.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-face-plus-single.pdf,UL gold sample contract yrt 85 face plus single,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-face-plus-single.pdf,-,-,"Review this sample contract for Manulife UL Gold (Level 100, Face Plus, Single) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-insurance-disability-insurance-respiratory-disorder-medical-questionnaire-nn1478e.pdf,Respiratory Disorder Medical Questionnaire for Disability Insurance - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-disability-insurance-respiratory-disorder-medical-questionnaire-nn1478e.pdf,-,-,Complete this form to provide Manulife with details about a respiratory disorder for disability insurance.,,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-85-face-plus-joint.pdf,"Manulife UL Client Investment Select (CIS) Yearly Renewable Term (YRT) YRT to age 85, face plus, joint last-to-die - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-85-face-plus-joint.pdf,-,-,"contract sample of current product offerings - Manulife UL CIS YRT to age 85, face plus, joint last-to-die - Sample",,New Business and Underwriting,FALSE
manulife-insurance-report-to-individual-insurance-compliance-nn1557e.pdf,Report to Individual Insurance Compliance - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-report-to-individual-insurance-compliance-nn1557e.pdf,-,-,Complete this form to inform Manulife if you have compliance-related concerns about an insurance application.,,New Business and Underwriting,FALSE
manulife-insurance-living-benefits-livingcare-sample-contracte.pdf,Manulife LivingCare Sample contract ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-living-benefits-livingcare-sample-contracte.pdf,-,-,Manulife LivingCare Sample contract ,Before the sale,New Business and Underwriting,FALSE
insurance-manulife-ul-sample-contract-level-100-joint-face-pluse.pdf,"Manulife UL sample contract – Level to age 100, Joint, Face plus death benefit",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-sample-contract-level-100-joint-face-pluse.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-face-plus-joint.pdf,"Manulife UL Gold investment account, YRT to age 85, face plus, joint last-to-die - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-face-plus-joint.pdf,-,-,"contract sample of current product offerings - Manulife UL Gold investment account, YRT to age 85, face plus, joint last-to-die - Sample",,New Business and Underwriting,FALSE
manulife-insurance-motor-vehicle-report-order-form-quebec.pdf,Motor vehicle report order form - QC,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-motor-vehicle-report-order-form-quebec.pdf,-,-,Complete this form to order a motor vehicle report from the Socie_té de l’assurance automobile du Québec. -a,After the sale,New Business and Underwriting,FALSE
manulife-travel-insurance-for-students-application-at0106e.pdf,Student travel insurance application (AT0106E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-travel-insurance-for-students-application-at0106e.pdf,-,-,Complete this form to apply for Manulife Travel Insurance for Students. (AT0106E),Before the sale,New Business and Underwriting,FALSE
manulife-insurance-lifecheque-basic-application-180102.pdf,Lifecheque Basic Critical Illness Insurance Application,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-lifecheque-basic-application-180102.pdf,-,-,Complete this form to apply for Manulife Lifecheque Basic critical illness insurance.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-travel-80-term-travel-insurance-application-at0124e.pdf,Manulife Travel80 Term Travel Insurance Application,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-travel-80-term-travel-insurance-application-at0124e.pdf,-,-,Complete this form to apply for Manulife Travel80 term travel insurance. (AT0124E),Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-gold-sample-contract-level-100-account-value-joint.pdf,"Manulife UL Gold Investment Account, Level cost of insurance to age 100, account value on each death, joint-last-to-die, sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-gold-sample-contract-level-100-account-value-joint.pdf,-,-,contract sample of current product offerings - Manulife UL Level Gold Investment Account Policy Provisions Sample,,New Business and Underwriting,FALSE
manulife-insurance-synergy-sample-riders.pdf,Synergy solution document sample riders,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-synergy-sample-riders.pdf,-,-,Synergy solution document sample riders,,New Business and Underwriting,FALSE
insurance-manulife-ul-sample-contract-yrt-to-age-85-or-for-20-years-single-levele.pdf,"Manulife UL sample contract – YRT to age 85 or for 20 years, Single, Level death benefit",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-sample-contract-yrt-to-age-85-or-for-20-years-single-levele.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-100-face-plus-joint.pdf,"Manulife UL Client Investment Select, YRT to age 100, face plus, joint last-to-die - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-100-face-plus-joint.pdf,-,-,"Sample contract of current product offerings - Manulife UL Client Investment Select, YRT to age 100, face plus, joint last-to-die - Sample",,New Business and Underwriting,FALSE
insurance-lifecheque-sample-contract-riderse.pdf,Lifecheque sample contract - riders,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-lifecheque-sample-contract-riderse.pdf,-,-,Samples of riders available on Lifecheque,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-travel-80-term-travel-insurance-top-up-application.pdf,Travel80 term travel top-up application,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-travel-80-term-travel-insurance-top-up-application.pdf,-,-,Complete this form to top up Travel80 term travel insurance. ,Before the sale,New Business and Underwriting,FALSE
insurance-underwriting-preunderwriting-checklist-for-recent-immigrants-cs1956e.pdf,Pre-Underwriting Checklist for Recent Immigrants,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-underwriting-preunderwriting-checklist-for-recent-immigrants-cs1956e.pdf,-,-,This questionnaire will help you evaluate whether or not your client should submit an application for life or critical illness insurance. (PDF),,New Business and Underwriting,FALSE
affinity-markets-lost-policy-declaration-af0369e.pdf,Lost policy declaration (AF0369E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-lost-policy-declaration-af0369e.pdf,-,-,Complete this form if your client loses a Manulife Personal Accident Disability Insurance policy. (AF0369E),After the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-level-death-benefit-single.pdf,UL gold sample contract yrt 85 level death benefit single,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-level-death-benefit-single.pdf,-,-,"Review this sample contract for Manulife UL Gold (YRT 85, Level Death Benefit, Single) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-insurance-internal-replacement-nn1644e.pdf,Internal Replacement (NN1644E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-internal-replacement-nn1644e.pdf,-,-,Complete this form to surrender a Manulife insurance policy (or coverage under a policy) and replace it with a new policy or coverage from Manulife. (NN1644E),After the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-100-level-death-benefit-single.pdf,Manulife UL Client Investment Select (CIS) - Yearly Renewable Term (YRT) 100 Level Death Benefit Single Life - sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-100-level-death-benefit-single.pdf,-,-,Sample contract of current product offerings - Manulife UL YRT Client Investment Select Policy Provisions Sample,,New Business and Underwriting,FALSE
affinity-markets-personal-accident-disability-insurance-fillable-application-non-underwritten-af5006e.pdf,AF5006EA - Personal Accident Disability Insurance application for non-underwritten coverage,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-disability-insurance-fillable-application-non-underwritten-af5006e.pdf,-,-,AF5006EA - Personal Accident Disability Insurance application for non-underwritten coverage,Before the sale,New Business and Underwriting,FALSE
affinity-markets-extended-health-care-claim-form-cm5000e.pdf,Extended Health Care Claim – Individual Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-extended-health-care-claim-form-cm5000e.pdf,-,-,"For reimbursement of health care benefits such as prescription drugs, registered specialists or therapist’s visits, you need to complete this form.",After the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-100-account-value-joint.pdf,"Manulife UL CIS, Level COI to age 100, account value on each death, joint last-to-die - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-100-account-value-joint.pdf,-,-,"contract sample of current product offerings - Manulife UL CIS, Level COI to age 100, account value on each death, joint last-to-die - Sample",,New Business and Underwriting,FALSE
manulife-insurance-manulife-par-product-page-nn1675e.pdf,Manulife Par product page,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-par-product-page-nn1675e.pdf,-,-,"Completed by advisors to provide us with the type of coverage, amount, deposit allocation, AML, CRS and FATCA information",,New Business and Underwriting,FALSE
insurance-family-term-with-vitality-plus-product-page-nn1656e.pdf,Family Term with Vitality Plus product page | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-family-term-with-vitality-plus-product-page-nn1656e.pdf,-,-,This form will be used for the e-delivery contract delivery process to obtain e-signatures on contract delivery when the product page is outstanding.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-motor-vehicle-report-order-form-manitoba.pdf,Motor vehicle report order form (Manitoba),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-motor-vehicle-report-order-form-manitoba.pdf,-,-,Complete this form to order a motor vehicle report from Manitoba Public Insurance.,Before the sale,New Business and Underwriting,FALSE
affinity-markets-personal-accident-disability-insurance-and-cash-hospital-annotated-sample-contract.pdf,Personal Accident and Cash Hospital annotated sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-disability-insurance-and-cash-hospital-annotated-sample-contract.pdf,-,-,Review this annotated sample contract to better understand Manulife Personal Accident Disability Insurance and Cash Hospital.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-100-level-death-benefit-joint.pdf,Manulife UL Client Investment Select (CIS) Yearly Renewable Term (YRT) 100 Level Death Benefit Joint last to die sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-100-level-death-benefit-joint.pdf,-,-,Sample contract of current product offerings - Manulife UL YRT Client Investment Select Policy provisions Sample,,New Business and Underwriting,FALSE
insurance-compliance-client-consent-to-verify-identity-using-client-credit-file-nn1679e.pdf,Client consent to verify identity using credit card file - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-compliance-client-consent-to-verify-identity-using-client-credit-file-nn1679e.pdf,-,-,This form is used when a client doesn’t have a Canadian Government issued identification.,,New Business and Underwriting,FALSE
manulife-insurance-identifying-owners-of-individual-insurance-policies-entities-nn1558e-ent.pdf,Identifying owners of Individual Insurance policies - Owners that are entities,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-identifying-owners-of-individual-insurance-policies-entities-nn1558e-ent.pdf,-,-,Use this form to identify owners that are entities of Individual Insurance policies. ,,New Business and Underwriting,FALSE
manulife-insurance-life-disability-critical-illness-application-nn7000e.pdf,"Life, Disability and Critical Illness insurance application (NN7000E) (login required)",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-life-disability-critical-illness-application-nn7000e.pdf,-,-,"Complete this form to apply for Manulife life, disability and critical illness insurance. (NN7000E)",Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-10-face-plus-joint.pdf,"Manulife UL CIS, level COI for 10 years, face plus, joint last-to-die - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-10-face-plus-joint.pdf,-,-,"sample contract of current product offerings - Manulife UL CIS, level COI for 10 years, face plus, joint last-to-die - Sample",,New Business and Underwriting,FALSE
manulife-insurance-politically-exposed-person-disclosure-nn1560e.pdf,Politically exposed person disclosure,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-politically-exposed-person-disclosure-nn1560e.pdf,-,-,"This form must be submitted when a single deposit of $100,000 or more will be made, or has been illustrated, for a universal life or whole life insurance policy.",,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-20-face-plus-joint.pdf,"Manulife UL Client Investment Select, Level cost of insurance for 20 years, Face Plus, Joint-last-to-die, sample contract ",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-20-face-plus-joint.pdf,-,-,contract sample of current product offerings - Manulife UL Level Client Investment Select Policy Provisions Sample,,New Business and Underwriting,FALSE
manulife-insurance-application-for-the-simple-issue-term-20-offer-nn1612e.pdf,Application for the Simple Issue Term-20 offer - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-application-for-the-simple-issue-term-20-offer-nn1612e.pdf,-,-,Application for the Simple Issue Term-20 offer,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-100-face-plus-single.pdf,"Manulife UL CIS, level COI to age 100, face plus, single life - Sample contract",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-100-face-plus-single.pdf,-,-,"sample contract of current product offerings - Manulife UL CIS, level COI to age 100, face plus, single life - Sample",,New Business and Underwriting,FALSE
manulife-insurance-consent-for-collection-use-and-disclosure-of-personal-information-nn1470e.pdf,"Consent for collection, use and disclosure of personal Information (NN1470E)",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-consent-for-collection-use-and-disclosure-of-personal-information-nn1470e.pdf,-,-,"Complete this form to provide consent for Manulife Insurance's collection, use and disclosure of personal information. (NN1470E)",Before the sale,New Business and Underwriting,FALSE
manulife-insurance-underwriting-questionnaires-nn9434e.pdf,Underwriting Questionnaires - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-underwriting-questionnaires-nn9434e.pdf,-,-,Questionnaires used by advisors as required.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-family-term-sample-contract.pdf,Family Term Sample Contract ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-family-term-sample-contract.pdf,-,-,This sample policy contract is provided for your information only. It is not a valid contract or an offer of insurance. ,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-lifecheque-basic-sample-contracte.pdf,Lifecheque Basic specimen,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-lifecheque-basic-sample-contracte.pdf,-,-,,Advisor materials,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-child-protection-rider-sample-contracte.pdf,Manulife UL sample rider – Child protection rider,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-child-protection-rider-sample-contracte.pdf,-,-,Review this Manulife UL Universal Life insurance sample contract to better understand our contracts.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-emotional-health-questionnaire-nn1616e.pdf,Emotional health questionnaire (NN1616E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-emotional-health-questionnaire-nn1616e.pdf,-,-,Complete this form to provide Manulife with details about emotional health when applying for insurance. (NN1616E),Before the sale,New Business and Underwriting,FALSE
manulife-insurance-lifecheque-permanent-sample-contract.pdf,Lifecheque (Permanent) Sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-lifecheque-permanent-sample-contract.pdf,-,-,Lifecheque (Permanent) Sample contract,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-amendment-to-the-application-for-life-disability-and-critical-illness-insurance-nn1659e.pdf,"Amendment to the application for life, disability and critical illness insurance - Insurance | Manulife	",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-amendment-to-the-application-for-life-disability-and-critical-illness-insurance-nn1659e.pdf,-,-,"Complete this form to amend an application for Manulife life, disability or critical illness insurance.",,New Business and Underwriting,FALSE
manulife-insurance-criminal-history-questionnaire-nn1617e.pdf,Criminal history questionnaire (NN1617E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-criminal-history-questionnaire-nn1617e.pdf,-,-,Complete this form to provide Manulife with details about a client's criminal history when applying for insurance. (NN1617E),Before the sale,New Business and Underwriting,FALSE
